Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG1465,31.3780,14.8545,8.512e-18,7.441e-18,3.306e-18,38.2003,-1971.22
TopDG1466,31.7495,14.8412,8.297e-18,6.767e-18,3.168e-18,38.6923,-1973.84
TopDG1482,-41.6512,26.0844,3.770e-17,3.142e-17,1.029e-17,142.3619,-1512.32
TopDG1483,-41.7863,25.6383,1.328e-17,1.056e-17,5.197e-18,70.1389,-1515.47
TopDG1484,-41.2040,25.8724,1.384e-17,1.115e-17,5.023e-18,60.8673,-1516.8
TopDG1485,-41.0977,26.4356,9.236e-18,7.900e-18,3.915e-18,53.824,-1514.49
TopDG1486,-41.6145,26.4883,1.434e-17,1.212e-17,5.393e-18,65.2845,-1512.22
TopDG1487,-41.2424,26.1831,1.297e-17,1.076e-17,4.696e-18,53.7793,-1512.49
TopDG1488,-41.8253,26.1035,1.485e-17,1.138e-17,5.290e-18,64.7601,-1518.17
TopDG1489,-41.4763,25.5283,9.789e-18,7.941e-18,3.434e-18,78.0627,-1514.7
TopDG1490,-41.8244,26.7600,8.386e-18,7.669e-18,3.215e-18,62.0302,-1519.68
TopDG1491,-41.2817,25.4281,1.410e-17,1.173e-17,4.941e-18,57.3393,-1513.44
TopDG1492,-42.3476,26.1523,9.958e-18,8.641e-18,3.287e-18,51.4089,-1515.05
TopDG1493,-41.5003,26.5969,1.378e-17,1.031e-17,4.996e-18,56.9555,-1512.76
TopDG1494,-41.5891,26.1924,1.010e-17,7.792e-18,3.455e-18,126.8068,-1519.23
TopDG1495,-40.8833,25.9174,2.014e-17,1.642e-17,6.671e-18,50.0303,-1518.65
TopDG1496,-41.4618,26.0127,9.691e-18,8.905e-18,3.619e-18,118.0256,-1515.57
TopDG1497,-41.6804,26.4234,1.401e-17,1.119e-17,5.988e-18,50.6329,-1520.77
TopDG1498,-42.0395,26.7060,1.419e-17,9.997e-18,4.941e-18,52.1588,-1514.44
TopDG1499,-41.3328,26.3667,8.982e-18,7.975e-18,3.507e-18,77.9846,-1512.28
TopDG1500,-41.6071,25.4986,1.218e-17,1.076e-17,5.153e-18,52.271,-1517.52
TopDG1501,-41.2198,25.6509,8.596e-18,8.153e-18,3.533e-18,80.2232,-1512.08
TopDG1502,-41.5212,26.4889,9.589e-18,7.939e-18,3.573e-18,73.442,-1511.52
TopDG1503,-41.4279,25.5670,9.578e-18,7.347e-18,3.774e-18,57.2993,-1514.21
TopDG1504,-41.3597,26.4791,1.057e-17,7.303e-18,3.735e-18,83.1954,-1515.73
TopDG1505,-41.4114,26.0145,8.874e-18,7.759e-18,3.666e-18,116.9462,-1515.38
TopDG1506,-41.7854,26.5789,1.407e-17,1.204e-17,5.095e-18,51.5451,-1517.3
TopDG1507,-41.9098,26.2745,1.398e-17,1.156e-17,5.301e-18,56.4354,-1518.17
TopDG1508,-41.6895,25.6464,9.373e-18,7.628e-18,3.675e-18,89.7338,-1519.01
TopDG1509,-41.2915,26.5810,1.450e-17,1.274e-17,5.776e-18,58.1137,-1513.38
TopDG1510,-42.3189,26.1658,1.491e-17,1.141e-17,5.439e-18,58.9538,-1510.71
TopDG1511,-42.2493,26.2226,1.316e-17,1.046e-17,4.681e-18,52.7068,-1512.93
TopDG1519,-24.3229,9.1204,5.520e-17,4.535e-17,2.026e-17,271.7117,-550.13
TopDG1520,-24.1082,9.4289,5.602e-17,5.280e-17,2.181e-17,177.9129,-550.52
TopDG1521,-24.1377,9.2836,8.209e-17,6.976e-17,3.166e-17,129.0961,-550.59
TopDG1522,-24.7145,9.3350,8.831e-17,6.809e-17,2.777e-17,116.6549,-551.26
TopDG1523,-24.2926,8.8604,7.936e-17,6.554e-17,3.048e-17,141.7243,-550.06
TopDG1524,-24.5684,9.3907,8.539e-17,7.475e-17,2.844e-17,174.3681,-552.16
TopDG1525,-24.6038,9.3322,8.147e-17,7.483e-17,3.110e-17,141.9028,-550.06
