Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG1437,-10.6340,-22.0848,1.242e-17,1.156e-17,5.262e-18,50.5092,-1481.52
BottomDG1438,-10.6733,-22.0351,1.390e-17,1.196e-17,4.767e-18,53.2808,-1480.63
BottomDG1439,-10.7561,-21.9219,1.673e-17,1.390e-17,5.932e-18,60.3837,-1482.34
BottomDG1440,-10.6484,-21.8527,1.587e-17,1.294e-17,5.988e-18,54.0205,-1482.6
BottomDG1441,21.9773,-29.0156,1.936e-17,1.523e-17,6.935e-18,142.359,-1015.63
BottomDG1442,21.9295,-29.2928,2.858e-17,2.286e-17,9.942e-18,74.3035,-1014.93
BottomDG1443,21.8617,-28.8211,2.805e-17,2.438e-17,1.034e-17,86.9342,-1013.96
BottomDG1444,21.9660,-29.2650,2.582e-17,2.381e-17,1.002e-17,79.2998,-1015.94
BottomDG1445,22.2083,-29.2128,1.917e-17,1.653e-17,7.552e-18,93.9692,-1015.79
BottomDG1446,21.8379,-29.0037,3.207e-17,2.354e-17,1.148e-17,72.9245,-1015.59
BottomDG1447,21.7797,-28.9939,3.110e-17,2.680e-17,1.185e-17,92.6192,-1014.93
BottomDG1452,4.3455,-28.9529,1.257e-17,1.132e-17,5.016e-18,69.9369,-1185.31
BottomDG1453,3.6500,16.5229,5.713e-18,4.070e-18,2.139e-18,41.5945,-2123.08
